"","x","y","total_counts"
"Spot533",1.3275362948016,0.433193538275919,35386
"Spot534",1.3275362948016,0.606470953586286,33605
"Spot535",1.3275362948016,0.779748368896654,32812
"Spot536",1.3275362948016,0.953025784207022,32220
"Spot537",1.3275362948016,1.12630319951739,32998
"Spot538",1.3275362948016,1.29958061482776,32918
"Spot539",1.3275362948016,1.47285803013812,31687
"Spot540",1.3275362948016,1.64613544544849,32966
"Spot541",1.44297423348001,-1.64613544544849,32429
"Spot542",1.44297423348001,-1.47285803013812,33315
"Spot543",1.44297423348001,-1.29958061482776,33484
"Spot544",1.44297423348001,-1.12630319951739,33881
"Spot545",1.44297423348001,-0.953025784207022,33612
"Spot546",1.44297423348001,-0.779748368896654,32302
"Spot547",1.44297423348001,-0.606470953586286,32873
"Spot548",1.44297423348001,-0.433193538275919,33475
"Spot549",1.44297423348001,-0.259916122965551,33727
"Spot550",1.44297423348001,-0.0866387076551838,34751
"Spot551",1.44297423348001,0.0866387076551838,35006
"Spot552",1.44297423348001,0.259916122965551,32446
"Spot553",1.44297423348001,0.433193538275919,33698
"Spot554",1.44297423348001,0.606470953586286,33035
"Spot555",1.44297423348001,0.779748368896654,32293
"Spot556",1.44297423348001,0.953025784207022,33125
"Spot557",1.44297423348001,1.12630319951739,31970
"Spot558",1.44297423348001,1.29958061482776,32206
"Spot559",1.44297423348001,1.47285803013812,32862
"Spot560",1.44297423348001,1.64613544544849,31588
"Spot561",1.55841217215841,-1.64613544544849,32422
"Spot562",1.55841217215841,-1.47285803013812,32348
"Spot563",1.55841217215841,-1.29958061482776,32701
"Spot564",1.55841217215841,-1.12630319951739,32693
"Spot565",1.55841217215841,-0.953025784207022,33389
"Spot566",1.55841217215841,-0.779748368896654,33708
"Spot567",1.55841217215841,-0.606470953586286,33486
"Spot568",1.55841217215841,-0.433193538275919,34586
"Spot569",1.55841217215841,-0.259916122965551,34447
"Spot570",1.55841217215841,-0.0866387076551838,33196
"Spot571",1.55841217215841,0.0866387076551838,33105
"Spot572",1.55841217215841,0.259916122965551,33467
"Spot573",1.55841217215841,0.433193538275919,34224
"Spot574",1.55841217215841,0.606470953586286,31536
"Spot575",1.55841217215841,0.779748368896654,32191
"Spot576",1.55841217215841,0.953025784207022,32566
"Spot577",1.55841217215841,1.12630319951739,31802
"Spot578",1.55841217215841,1.29958061482776,32491
"Spot579",1.55841217215841,1.47285803013812,31379
"Spot580",1.55841217215841,1.64613544544849,31921
"Spot581",1.67385011083681,-1.64613544544849,32310
"Spot582",1.67385011083681,-1.47285803013812,33502
"Spot583",1.67385011083681,-1.29958061482776,32068
"Spot584",1.67385011083681,-1.12630319951739,33102
"Spot585",1.67385011083681,-0.953025784207022,32921
"Spot586",1.67385011083681,-0.779748368896654,33408
"Spot587",1.67385011083681,-0.606470953586286,33667
"Spot588",1.67385011083681,-0.433193538275919,32893
"Spot589",1.67385011083681,-0.259916122965551,32955
"Spot590",1.67385011083681,-0.0866387076551838,32698
"Spot591",1.67385011083681,0.0866387076551838,33293
"Spot592",1.67385011083681,0.259916122965551,32776
"Spot593",1.67385011083681,0.433193538275919,35786
"Spot594",1.67385011083681,0.606470953586286,33336
"Spot595",1.67385011083681,0.779748368896654,31787
"Spot596",1.67385011083681,0.953025784207022,33827
"Spot597",1.67385011083681,1.12630319951739,31967
"Spot598",1.67385011083681,1.29958061482776,31472
"Spot599",1.67385011083681,1.47285803013812,33069
"Spot600",1.67385011083681,1.64613544544849,32008
