"","x","y","total_counts"
"Spot533",1.3275362948016,0.433193538275919,31848
"Spot534",1.3275362948016,0.606470953586286,30678
"Spot535",1.3275362948016,0.779748368896654,30113
"Spot536",1.3275362948016,0.953025784207022,30268
"Spot537",1.3275362948016,1.12630319951739,31007
"Spot538",1.3275362948016,1.29958061482776,30272
"Spot539",1.3275362948016,1.47285803013812,29224
"Spot540",1.3275362948016,1.64613544544849,30759
"Spot541",1.44297423348001,-1.64613544544849,29828
"Spot542",1.44297423348001,-1.47285803013812,30896
"Spot543",1.44297423348001,-1.29958061482776,31224
"Spot544",1.44297423348001,-1.12630319951739,31244
"Spot545",1.44297423348001,-0.953025784207022,31099
"Spot546",1.44297423348001,-0.779748368896654,30302
"Spot547",1.44297423348001,-0.606470953586286,30039
"Spot548",1.44297423348001,-0.433193538275919,30292
"Spot549",1.44297423348001,-0.259916122965551,30574
"Spot550",1.44297423348001,-0.0866387076551838,31853
"Spot551",1.44297423348001,0.0866387076551838,31260
"Spot552",1.44297423348001,0.259916122965551,29355
"Spot553",1.44297423348001,0.433193538275919,30134
"Spot554",1.44297423348001,0.606470953586286,29724
"Spot555",1.44297423348001,0.779748368896654,30026
"Spot556",1.44297423348001,0.953025784207022,30668
"Spot557",1.44297423348001,1.12630319951739,29921
"Spot558",1.44297423348001,1.29958061482776,29851
"Spot559",1.44297423348001,1.47285803013812,30633
"Spot560",1.44297423348001,1.64613544544849,29823
"Spot561",1.55841217215841,-1.64613544544849,30276
"Spot562",1.55841217215841,-1.47285803013812,30377
"Spot563",1.55841217215841,-1.29958061482776,30313
"Spot564",1.55841217215841,-1.12630319951739,30797
"Spot565",1.55841217215841,-0.953025784207022,31040
"Spot566",1.55841217215841,-0.779748368896654,31580
"Spot567",1.55841217215841,-0.606470953586286,30532
"Spot568",1.55841217215841,-0.433193538275919,30754
"Spot569",1.55841217215841,-0.259916122965551,32075
"Spot570",1.55841217215841,-0.0866387076551838,30603
"Spot571",1.55841217215841,0.0866387076551838,30756
"Spot572",1.55841217215841,0.259916122965551,30372
"Spot573",1.55841217215841,0.433193538275919,31207
"Spot574",1.55841217215841,0.606470953586286,29002
"Spot575",1.55841217215841,0.779748368896654,29972
"Spot576",1.55841217215841,0.953025784207022,30802
"Spot577",1.55841217215841,1.12630319951739,29811
"Spot578",1.55841217215841,1.29958061482776,30079
"Spot579",1.55841217215841,1.47285803013812,29423
"Spot580",1.55841217215841,1.64613544544849,29703
"Spot581",1.67385011083681,-1.64613544544849,31125
"Spot582",1.67385011083681,-1.47285803013812,31450
"Spot583",1.67385011083681,-1.29958061482776,30829
"Spot584",1.67385011083681,-1.12630319951739,31419
"Spot585",1.67385011083681,-0.953025784207022,31749
"Spot586",1.67385011083681,-0.779748368896654,31344
"Spot587",1.67385011083681,-0.606470953586286,31423
"Spot588",1.67385011083681,-0.433193538275919,30483
"Spot589",1.67385011083681,-0.259916122965551,30975
"Spot590",1.67385011083681,-0.0866387076551838,30928
"Spot591",1.67385011083681,0.0866387076551838,31442
"Spot592",1.67385011083681,0.259916122965551,30444
"Spot593",1.67385011083681,0.433193538275919,32136
"Spot594",1.67385011083681,0.606470953586286,30945
"Spot595",1.67385011083681,0.779748368896654,29971
"Spot596",1.67385011083681,0.953025784207022,32843
"Spot597",1.67385011083681,1.12630319951739,30564
"Spot598",1.67385011083681,1.29958061482776,30171
"Spot599",1.67385011083681,1.47285803013812,31342
"Spot600",1.67385011083681,1.64613544544849,30213
